model_name,sample_id,feature,weight,absolute_weight,rank,predicted_class,predicted_probability,true_label
FTTransformer,0,ap_hi <= -0.40,-0.23507499343567292,0.23507499343567292,1,0,0.2202693670988083,0
FTTransformer,0,map <= -0.28,-0.13538989329853088,0.13538989329853088,2,0,0.2202693670988083,0
FTTransformer,0,cholesterol <= 0.00,-0.05686786826028145,0.05686786826028145,3,0,0.2202693670988083,0
FTTransformer,0,-0.74 < age <= 0.09,-0.05300170742955318,0.05300170742955318,4,0,0.2202693670988083,0
FTTransformer,0,-0.46 < pulse_pressure <= 0.40,0.030992826642097317,0.030992826642097317,5,0,0.2202693670988083,0
FTTransformer,0,ap_lo <= -0.14,-0.029650789867745095,0.029650789867745095,6,0,0.2202693670988083,0
FTTransformer,0,gluc <= 0.00,-0.019628350835160974,0.019628350835160974,7,0,0.2202693670988083,0
FTTransformer,0,bmi_cat <= 1.00,0.015366984599130518,0.015366984599130518,8,0,0.2202693670988083,0
FTTransformer,0,height > 0.70,-0.007119915058253082,0.007119915058253082,9,0,0.2202693670988083,0
FTTransformer,0,-0.63 < weight <= -0.15,-0.00639474815354603,0.00639474815354603,10,0,0.2202693670988083,0
FTTransformer,1,ap_hi <= -0.40,-0.2272237796924239,0.2272237796924239,1,0,0.4549030065536499,1
FTTransformer,1,map <= -0.28,-0.1450208949291221,0.1450208949291221,2,0,0.4549030065536499,1
FTTransformer,1,pulse_pressure <= -0.46,-0.06140757093406238,0.06140757093406238,3,0,0.4549030065536499,1
FTTransformer,1,cholesterol <= 0.00,-0.04287217200705462,0.04287217200705462,4,0,0.4549030065536499,1
FTTransformer,1,weight <= -0.63,-0.04036206750278981,0.04036206750278981,5,0,0.4549030065536499,1
FTTransformer,1,ap_lo <= -0.14,-0.03771493306290621,0.03771493306290621,6,0,0.4549030065536499,1
FTTransformer,1,bmi <= -0.67,-0.033999643823230896,0.033999643823230896,7,0,0.4549030065536499,1
FTTransformer,1,bmi_cat <= 1.00,0.012220767828459812,0.012220767828459812,8,0,0.4549030065536499,1
FTTransformer,1,gluc <= 0.00,-0.012147502310371651,0.012147502310371651,9,0,0.4549030065536499,1
FTTransformer,1,0.09 < age <= 0.76,0.010517813381148478,0.010517813381148478,10,0,0.4549030065536499,1
FTTransformer,2,ap_hi <= -0.40,-0.2334251508810722,0.2334251508810722,1,0,0.21381314098834991,1
FTTransformer,2,map <= -0.28,-0.13787216859873386,0.13787216859873386,2,0,0.21381314098834991,1
FTTransformer,2,age <= -0.74,-0.12931579647459165,0.12931579647459165,3,0,0.21381314098834991,1
FTTransformer,2,pulse_pressure <= -0.46,-0.06027954656251823,0.06027954656251823,4,0,0.21381314098834991,1
FTTransformer,2,cholesterol > 0.00,0.042661141794788214,0.042661141794788214,5,0,0.21381314098834991,1
FTTransformer,2,ap_lo <= -0.14,-0.027147062026235635,0.027147062026235635,6,0,0.21381314098834991,1
FTTransformer,2,gluc > 0.00,0.016755167869655467,0.016755167869655467,7,0,0.21381314098834991,1
FTTransformer,2,-0.68 < height <= 0.08,0.01117868744047073,0.01117868744047073,8,0,0.21381314098834991,1
FTTransformer,2,1.00 < bmi_cat <= 2.00,-0.00929136208986852,0.00929136208986852,9,0,0.21381314098834991,1
FTTransformer,2,smoke <= 0.00,0.0075133808622299455,0.0075133808622299455,10,0,0.21381314098834991,1
FTTransformer,3,ap_hi <= -0.40,-0.22777784589614455,0.22777784589614455,1,1,0.6323143839836121,1
FTTransformer,3,age > 0.76,0.1769768552291762,0.1769768552291762,2,1,0.6323143839836121,1
FTTransformer,3,map <= -0.28,-0.13953843231364024,0.13953843231364024,3,1,0.6323143839836121,1
FTTransformer,3,pulse_pressure <= -0.46,-0.05669232013918883,0.05669232013918883,4,1,0.6323143839836121,1
FTTransformer,3,cholesterol <= 0.00,-0.043156737996876554,0.043156737996876554,5,1,0.6323143839836121,1
FTTransformer,3,ap_lo <= -0.14,-0.030634034842929668,0.030634034842929668,6,1,0.6323143839836121,1
FTTransformer,3,weight <= -0.63,-0.025469304876588918,0.025469304876588918,7,1,0.6323143839836121,1
FTTransformer,3,bmi_cat <= 1.00,0.019643331443510218,0.019643331443510218,8,1,0.6323143839836121,1
FTTransformer,3,-0.67 < bmi <= -0.22,-0.009555706418828611,0.009555706418828611,9,1,0.6323143839836121,1
FTTransformer,3,alco <= 0.00,0.009085419969461368,0.009085419969461368,10,1,0.6323143839836121,1
FTTransformer,4,age > 0.76,0.1736418341677964,0.1736418341677964,1,1,0.6382777094841003,0
FTTransformer,4,-0.40 < ap_hi <= 0.80,0.09695236005933917,0.09695236005933917,2,1,0.6382777094841003,0
FTTransformer,4,pulse_pressure > 0.40,0.07186421988023488,0.07186421988023488,3,1,0.6382777094841003,0
FTTransformer,4,cholesterol <= 0.00,-0.04915495298514662,0.04915495298514662,4,1,0.6382777094841003,0
