model_name,sample_id,feature,weight,absolute_weight,rank,predicted_class,predicted_probability,true_label
SVM,0,cat__cholesterol_3 <= 0.00,-0.22158848375212786,0.22158848375212786,1,1,0.6667881175761641,1
SVM,0,-0.06 < num__ap_hi <= 0.09,0.1155126474635944,0.1155126474635944,2,1,0.6667881175761641,1
SVM,0,num__weight > 0.54,0.09741198005510877,0.09741198005510877,3,1,0.6667881175761641,1
SVM,0,cat__cholesterol_2 <= 0.00,-0.07953902244044776,0.07953902244044776,4,1,0.6667881175761641,1
SVM,0,-0.73 < num__age <= 0.10,-0.0745404071305638,0.0745404071305638,5,1,0.6667881175761641,1
SVM,0,cat__gluc_2 <= 0.00,-0.037468684617691414,0.037468684617691414,6,1,0.6667881175761641,1
SVM,0,cat__alco_1 <= 0.00,0.022305548888539632,0.022305548888539632,7,1,0.6667881175761641,1
SVM,0,cat__smoke_1 > 0.00,-0.02103978993225696,0.02103978993225696,8,1,0.6667881175761641,1
SVM,0,0.08 < num__height <= 0.69,-0.01668635439595648,0.01668635439595648,9,1,0.6667881175761641,1
SVM,0,-0.09 < num__ap_lo <= -0.04,0.013574370964383096,0.013574370964383096,10,1,0.6667881175761641,1
SVM,1,cat__cholesterol_3 > 0.00,0.22103768933032605,0.22103768933032605,1,1,0.8302249858489599,0
SVM,1,-0.06 < num__ap_hi <= 0.09,0.11452020137828327,0.11452020137828327,2,1,0.8302249858489599,0
SVM,1,num__age <= -0.73,-0.10845347828396713,0.10845347828396713,3,1,0.8302249858489599,0
SVM,1,num__weight > 0.54,0.09772003356454438,0.09772003356454438,4,1,0.8302249858489599,0
SVM,1,cat__cholesterol_2 <= 0.00,-0.0707851638561138,0.0707851638561138,5,1,0.8302249858489599,0
SVM,1,num__height <= -0.65,0.036314447014245486,0.036314447014245486,6,1,0.8302249858489599,0
SVM,1,cat__gluc_2 <= 0.00,-0.03463680363799235,0.03463680363799235,7,1,0.8302249858489599,0
SVM,1,cat__gluc_3 <= 0.00,0.031502693362607505,0.031502693362607505,8,1,0.8302249858489599,0
SVM,1,cat__alco_1 <= 0.00,0.013394952938895043,0.013394952938895043,9,1,0.8302249858489599,0
SVM,1,cat__gender_2 <= 0.00,0.012620105170795528,0.012620105170795528,10,1,0.8302249858489599,0
SVM,2,num__ap_hi <= -0.06,-0.32000111529707675,0.32000111529707675,1,0,0.21818829880371304,0
SVM,2,cat__cholesterol_3 <= 0.00,-0.2247397034555066,0.2247397034555066,2,0,0.21818829880371304,0
SVM,2,num__ap_lo <= -0.09,-0.08065832622187506,0.08065832622187506,3,0,0.21818829880371304,0
SVM,2,cat__cholesterol_2 <= 0.00,-0.0787781669311208,0.0787781669311208,4,0,0.21818829880371304,0
SVM,2,num__weight <= -0.64,-0.06881464080912754,0.06881464080912754,5,0,0.21818829880371304,0
SVM,2,cat__gluc_2 <= 0.00,-0.04950007380047328,0.04950007380047328,6,0,0.21818829880371304,0
SVM,2,num__height <= -0.65,0.03422532486530605,0.03422532486530605,7,0,0.21818829880371304,0
SVM,2,cat__smoke_1 > 0.00,-0.022133154387818932,0.022133154387818932,8,0,0.21818829880371304,0
SVM,2,0.00 < cat__gender_2 <= 1.00,-0.008468471405488618,0.008468471405488618,9,0,0.21818829880371304,0
SVM,2,cat__gluc_3 <= 0.00,0.007296916759446821,0.007296916759446821,10,0,0.21818829880371304,0
SVM,3,num__ap_hi <= -0.06,-0.3200329129965327,0.3200329129965327,1,0,0.487268759083392,1
SVM,3,cat__cholesterol_3 <= 0.00,-0.22749255880499428,0.22749255880499428,2,0,0.487268759083392,1
SVM,3,num__age > 0.75,0.17420746962962275,0.17420746962962275,3,0,0.487268759083392,1
SVM,3,num__ap_lo <= -0.09,-0.10468456262790615,0.10468456262790615,4,0,0.487268759083392,1
SVM,3,cat__cholesterol_2 <= 0.00,-0.06943602162319584,0.06943602162319584,5,0,0.487268759083392,1
SVM,3,cat__gluc_2 <= 0.00,-0.03706269464509354,0.03706269464509354,6,0,0.487268759083392,1
SVM,3,-0.64 < num__weight <= -0.15,-0.027679201386303438,0.027679201386303438,7,0,0.487268759083392,1
SVM,3,cat__smoke_1 <= 0.00,0.011583672952897106,0.011583672952897106,8,0,0.487268759083392,1
SVM,3,cat__gluc_3 <= 0.00,0.01053559555660497,0.01053559555660497,9,0,0.487268759083392,1
SVM,3,0.08 < num__height <= 0.69,-0.009221491443030125,0.009221491443030125,10,0,0.487268759083392,1
SVM,4,num__ap_hi <= -0.06,-0.3324501551980654,0.3324501551980654,1,0,0.27863344012749564,0
SVM,4,cat__cholesterol_3 <= 0.00,-0.2262794111378677,0.2262794111378677,2,0,0.27863344012749564,0
SVM,4,num__ap_lo <= -0.09,-0.10990262313541901,0.10990262313541901,3,0,0.27863344012749564,0
SVM,4,cat__cholesterol_2 <= 0.00,-0.07659965935221986,0.07659965935221986,4,0,0.27863344012749564,0
SVM,4,cat__gluc_2 <= 0.00,-0.0378636191726926,0.0378636191726926,5,0,0.27863344012749564,0
SVM,4,cat__smoke_1 <= 0.00,0.029546136225790973,0.029546136225790973,6,0,0.27863344012749564,0
SVM,4,num__height > 0.69,-0.02466475041150211,0.02466475041150211,7,0,0.27863344012749564,0
SVM,4,-0.64 < num__weight <= -0.15,-0.02384162411207815,0.02384162411207815,8,0,0.27863344012749564,0
SVM,4,cat__alco_1 <= 0.00,0.02270162523170751,0.02270162523170751,9,0,0.27863344012749564,0
SVM,4,cat__gluc_3 <= 0.00,-0.007411348562617533,0.007411348562617533,10,0,0.27863344012749564,0
SVM,5,cat__cholesterol_3 <= 0.00,-0.22451751723715155,0.22451751723715155,1,1,0.7507219524609106,1
SVM,5,num__age > 0.75,0.1827892919258393,0.1827892919258393,2,1,0.7507219524609106,1
SVM,5,-0.06 < num__ap_hi <= 0.09,0.11331482403228478,0.11331482403228478,3,1,0.7507219524609106,1
SVM,5,num__ap_lo <= -0.09,-0.09776597923404574,0.09776597923404574,4,1,0.7507219524609106,1
SVM,5,cat__cholesterol_2 <= 0.00,-0.0897910961506259,0.0897910961506259,5,1,0.7507219524609106,1
SVM,5,cat__gluc_2 <= 0.00,-0.017106124106154235,0.017106124106154235,6,1,0.7507219524609106,1
SVM,5,cat__smoke_1 <= 0.00,0.013263133802509266,0.013263133802509266,7,1,0.7507219524609106,1
SVM,5,cat__alco_1 <= 0.00,0.010522684191345676,0.010522684191345676,8,1,0.7507219524609106,1
SVM,5,-0.65 < num__height <= 0.08,-0.010132403041426973,0.010132403041426973,9,1,0.7507219524609106,1
SVM,5,cat__gluc_3 <= 0.00,0.006364516278038265,0.006364516278038265,10,1,0.7507219524609106,1
SVM,6,cat__cholesterol_3 <= 0.00,-0.22498422963669112,0.22498422963669112,1,1,0.5922738898014818,1
SVM,6,-0.06 < num__ap_hi <= 0.09,0.11558917416862947,0.11558917416862947,2,1,0.5922738898014818,1
SVM,6,num__weight <= -0.64,-0.08591075598499319,0.08591075598499319,3,1,0.5922738898014818,1
SVM,6,cat__cholesterol_2 <= 0.00,-0.07363176118765492,0.07363176118765492,4,1,0.5922738898014818,1
SVM,6,cat__gluc_2 <= 0.00,-0.028824904046524026,0.028824904046524026,5,1,0.5922738898014818,1
SVM,6,num__height <= -0.65,0.02629795955933821,0.02629795955933821,6,1,0.5922738898014818,1
SVM,6,cat__alco_1 <= 0.00,0.018937096836775833,0.018937096836775833,7,1,0.5922738898014818,1
SVM,6,-0.09 < num__ap_lo <= -0.04,-0.01745751762578303,0.01745751762578303,8,1,0.5922738898014818,1
SVM,6,cat__gluc_3 <= 0.00,0.015186762296887008,0.015186762296887008,9,1,0.5922738898014818,1
SVM,6,0.00 < cat__gender_2 <= 1.00,0.00429096798299252,0.00429096798299252,10,1,0.5922738898014818,1
SVM,7,num__ap_hi <= -0.06,-0.3285756387246821,0.3285756387246821,1,0,0.2688190436591742,0
SVM,7,cat__cholesterol_3 <= 0.00,-0.22116940234701962,0.22116940234701962,2,0,0.2688190436591742,0
SVM,7,num__ap_lo <= -0.09,-0.09078946994851178,0.09078946994851178,3,0,0.2688190436591742,0
SVM,7,num__weight <= -0.64,-0.08449530271692277,0.08449530271692277,4,0,0.2688190436591742,0
SVM,7,cat__cholesterol_2 <= 0.00,-0.07333459365536585,0.07333459365536585,5,0,0.2688190436591742,0
SVM,7,-0.73 < num__age <= 0.10,-0.05743564961127161,0.05743564961127161,6,0,0.2688190436591742,0
SVM,7,cat__gluc_2 <= 0.00,-0.03443002694142496,0.03443002694142496,7,0,0.2688190436591742,0
SVM,7,num__height <= -0.65,0.027174919008966153,0.027174919008966153,8,0,0.2688190436591742,0
SVM,7,cat__gender_2 <= 0.00,0.012673876706178568,0.012673876706178568,9,0,0.2688190436591742,0
SVM,7,cat__gluc_3 <= 0.00,0.005309577500155078,0.005309577500155078,10,0,0.2688190436591742,0
SVM,8,num__ap_hi <= -0.06,-0.32513649905415726,0.32513649905415726,1,0,0.42425867534691897,0
SVM,8,cat__cholesterol_3 <= 0.00,-0.2251632358937163,0.2251632358937163,2,0,0.42425867534691897,0
SVM,8,num__age > 0.75,0.16775881179255833,0.16775881179255833,3,0,0.42425867534691897,0
SVM,8,num__ap_lo <= -0.09,-0.09482071954172767,0.09482071954172767,4,0,0.42425867534691897,0
SVM,8,num__weight <= -0.64,-0.08612801556029408,0.08612801556029408,5,0,0.42425867534691897,0
SVM,8,cat__cholesterol_2 <= 0.00,-0.06878738229393162,0.06878738229393162,6,0,0.42425867534691897,0
SVM,8,cat__gluc_2 <= 0.00,-0.04840239985061495,0.04840239985061495,7,0,0.42425867534691897,0
SVM,8,num__height <= -0.65,0.030369276004279175,0.030369276004279175,8,0,0.42425867534691897,0
SVM,8,cat__smoke_1 <= 0.00,0.022684482744415625,0.022684482744415625,9,0,0.42425867534691897,0
SVM,8,cat__alco_1 <= 0.00,0.010926803432362636,0.010926803432362636,10,0,0.42425867534691897,0
SVM,9,num__ap_hi <= -0.06,-0.3314154985888719,0.3314154985888719,1,0,0.1424171457291899,0
SVM,9,cat__cholesterol_3 <= 0.00,-0.23406177232839123,0.23406177232839123,2,0,0.1424171457291899,0
SVM,9,num__ap_lo <= -0.09,-0.09966996942373858,0.09966996942373858,3,0,0.1424171457291899,0
SVM,9,num__weight <= -0.64,-0.07859394104994277,0.07859394104994277,4,0,0.1424171457291899,0
SVM,9,cat__cholesterol_2 <= 0.00,-0.0707939997292718,0.0707939997292718,5,0,0.1424171457291899,0
SVM,9,-0.73 < num__age <= 0.10,-0.05257440224147979,0.05257440224147979,6,0,0.1424171457291899,0
SVM,9,num__height <= -0.65,0.03526458737612915,0.03526458737612915,7,0,0.1424171457291899,0
SVM,9,cat__gluc_2 <= 0.00,-0.02871662956506511,0.02871662956506511,8,0,0.1424171457291899,0
SVM,9,cat__alco_1 <= 0.00,0.013441574874341583,0.013441574874341583,9,0,0.1424171457291899,0
SVM,9,cat__gender_2 <= 0.00,0.00886701643385617,0.00886701643385617,10,0,0.1424171457291899,0
SVM,10,num__ap_hi <= -0.06,-0.3271229879239881,0.3271229879239881,1,1,0.7449373493615735,1
SVM,10,cat__cholesterol_3 > 0.00,0.21870361784105874,0.21870361784105874,2,1,0.7449373493615735,1
SVM,10,num__ap_lo <= -0.09,-0.09092300296661371,0.09092300296661371,3,1,0.7449373493615735,1
SVM,10,cat__cholesterol_2 <= 0.00,-0.06760930733251926,0.06760930733251926,4,1,0.7449373493615735,1
SVM,10,num__height <= -0.65,0.03998520236836095,0.03998520236836095,5,1,0.7449373493615735,1
SVM,10,cat__gluc_2 <= 0.00,-0.03700968411259979,0.03700968411259979,6,1,0.7449373493615735,1
SVM,10,-0.64 < num__weight <= -0.15,-0.02476149865412294,0.02476149865412294,7,1,0.7449373493615735,1
SVM,10,cat__smoke_1 <= 0.00,0.01365924579548656,0.01365924579548656,8,1,0.7449373493615735,1
SVM,10,cat__gluc_3 > 0.00,0.009544161326960525,0.009544161326960525,9,1,0.7449373493615735,1
SVM,10,cat__gender_2 <= 0.00,0.0087161630073437,0.0087161630073437,10,1,0.7449373493615735,1
SVM,11,cat__cholesterol_3 <= 0.00,-0.21558385648177034,0.21558385648177034,1,1,0.707470035440744,0
SVM,11,-0.06 < num__ap_hi <= 0.09,0.12680744002408792,0.12680744002408792,2,1,0.707470035440744,0
SVM,11,num__weight > 0.54,0.09160953968320433,0.09160953968320433,3,1,0.707470035440744,0
SVM,11,cat__cholesterol_2 <= 0.00,-0.07887989378880042,0.07887989378880042,4,1,0.707470035440744,0
SVM,11,-0.73 < num__age <= 0.10,-0.059658571073260815,0.059658571073260815,5,1,0.707470035440744,0
SVM,11,cat__gluc_2 <= 0.00,-0.04023934685497403,0.04023934685497403,6,1,0.707470035440744,0
SVM,11,cat__smoke_1 <= 0.00,0.02845918724784932,0.02845918724784932,7,1,0.707470035440744,0
